Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,HZ,VC,FU,BC,SQ,FG+,MI,TS,DZ,RA,BR,FG,SN
10,1,2007-05-06,84.0,42.0,56.22727272727273,4.0,41.45454545454545,50.0,29.5,0.0,0.0,29.368181818181814,30.05636363636364,14.4,11,11.854545454545452,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.18181818181818182,0.0,0.0
11,2,2007-05-06,84.0,42.0,56.541666666666664,29.5,40.5,49.666666666666664,29.5,0.0,0.0,29.389166666666664,30.075,14.4,10,12.074999999999998,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.16666666666666666,0.0,0.0
12,1,2007-05-07,84.0,42.0,57.19230769230769,10.0,40.53846153846154,50.0,29.5,0.0,0.0,29.388461538461534,30.078461538461536,14.4,18,11.953846153846152,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.15384615384615385,0.0,0.0
13,2,2007-05-07,84.0,42.0,57.892857142857146,29.5,40.42857142857143,50.214285714285715,29.5,0.0,0.0,29.392142857142854,30.08142857142857,14.4,17,11.807142857142855,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0
14,1,2007-05-08,84.0,42.0,58.56666666666667,12.0,41.6,51.0,29.5,0.0,0.0,29.38533333333333,30.077999999999996,14.4,11,11.406666666666666,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.2,0.0,0.0
15,2,2007-05-08,84.0,42.0,59.28125,29.5,42.5625,51.75,29.5,0.0,0.0,29.38375,30.074374999999996,14.4,8,11.03125,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.1875,0.0,0.0
16,1,2007-05-09,84.0,42.0,59.85294117647059,13.0,43.529411764705884,52.411764705882355,29.5,0.0,0.007647058823529412,29.373529411764704,30.06647058823529,14.4,9,10.74705882352941,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.23529411764705882,0.0,0.0
17,2,2007-05-09,84.0,42.0,60.416666666666664,29.5,44.44444444444444,53.0,29.5,0.0,0.008333333333333333,29.368333333333332,30.058888888888887,14.4,7,10.477777777777778,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.2777777777777778,0.0,0.0
18,1,2007-05-10,84.0,42.0,60.921052631578945,14.0,44.8421052631579,53.36842105263158,29.5,0.0,0.007894736842105263,29.359473684210528,30.051578947368416,14.4,17,10.142105263157895,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.3157894736842105,0.0,0.0
19,2,2007-05-10,84.0,42.0,61.425,29.5,45.2,53.75,29.5,0.0,0.0075,29.3545,30.044499999999992,14.4,9,9.83,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.35,0.0,0.0
20,1,2007-05-11,84.0,42.0,61.404761904761905,4.0,45.04761904761905,53.61904761904762,29.5,0.0,0.007142857142857143,29.353333333333335,30.044285714285706,14.4,3,9.976190476190476,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.3333333333333333,0.0,0.0
21,2,2007-05-11,84.0,42.0,61.38636363636363,29.5,45.0,53.5,29.5,0.0,0.006818181818181818,29.355000000000004,30.043636363636356,14.4,36,10.104545454545455,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.3181818181818182,0.0,0.0
22,1,2007-05-12,84.0,42.0,61.108695652173914,-2.0,44.608695652173914,53.17391304347826,29.5,0.0,0.006521739130434782,29.360869565217396,30.05043478260869,14.4,3,10.22608695652174,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.30434782608695654,0.0,0.0
23,2,2007-05-12,84.0,42.0,60.895833333333336,29.5,44.291666666666664,52.875,29.5,0.0,0.0062499999999999995,29.368333333333336,30.056249999999995,14.4,1,10.341666666666667,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.2916666666666667,0.0,0.0
24,1,2007-05-13,84.0,42.0,60.7,-2.0,43.84,52.6,29.5,0.0,0.006,29.3732,30.063599999999997,14.4,14,10.252,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.28,0.0,0.0
25,2,2007-05-13,84.0,42.0,60.55769230769231,29.5,43.38461538461539,52.34615384615385,29.5,0.0,0.005769230769230769,29.38,30.07038461538461,14.4,11,10.150000000000002,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.2692307692307692,0.0,0.0
26,1,2007-05-14,90.0,42.0,61.01851851851852,15.0,43.51851851851852,52.592592592592595,29.5,0.0,0.005555555555555556,29.374444444444446,30.066666666666666,16.9,21,10.414814814814816,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.25925925925925924,0.0,0.0
27,2,2007-05-14,90.0,42.0,61.410714285714285,29.5,43.57142857142857,52.785714285714285,29.5,0.0,0.005357142857142857,29.372142857142855,30.06357142857143,16.9,21,10.564285714285717,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.25,0.0,0.0
28,1,2007-05-15,90.0,42.0,61.672413793103445,11.0,44.0,53.06896551724138,29.5,0.0,0.018275862068965518,29.363793103448273,30.055862068965517,16.9,27,10.624137931034486,0.20689655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10344827586206896,0.27586206896551724,0.0,0.0
29,2,2007-05-15,90.0,42.0,61.916666666666664,29.5,44.4,53.333333333333336,29.5,0.0,0.03766666666666666,29.358,30.048333333333336,16.9,25,10.630000000000003,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.13333333333333333,0.3,0.0,0.0
30,1,2007-05-16,90.0,42.0,61.516666666666666,-4.0,44.13333333333333,53.06666666666667,29.5,0.0,0.042333333333333334,29.365666666666666,30.055333333333333,16.9,36,10.730000000000002,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0
31,2,2007-05-16,90.0,42.0,61.083333333333336,29.5,43.833333333333336,52.733333333333334,29.5,0.0,0.04466666666666667,29.372666666666667,30.06233333333333,16.9,36,10.803333333333336,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.2,0.36666666666666664,0.0,0.0
32,1,2007-05-17,90.0,43.0,61.15,-6.0,43.5,52.6,29.5,0.0,0.04466666666666667,29.378333333333334,30.068333333333328,16.9,3,10.733333333333338,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.2,0.3333333333333333,0.0,0.0
33,2,2007-05-17,90.0,43.0,61.18333333333333,29.5,43.166666666666664,52.46666666666667,29.5,0.0,0.04466666666666667,29.384333333333334,30.07466666666666,16.9,1,10.693333333333337,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.2,0.3,0.0,0.0
34,1,2007-05-18,90.0,42.0,61.21666666666667,-3.0,42.833333333333336,52.4,29.5,0.0,0.04466666666666667,29.389,30.078999999999994,16.9,25,10.546666666666672,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.2,0.3,0.0,0.0
35,2,2007-05-18,90.0,42.0,61.18333333333333,29.5,42.53333333333333,52.3,29.5,0.0,0.04466666666666667,29.393666666666665,30.08366666666666,16.9,22,10.290000000000004,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.2,0.3,0.0,0.0
36,1,2007-05-19,90.0,42.0,61.516666666666666,8.0,42.46666666666667,52.4,29.5,0.0,0.04466666666666667,29.39466666666667,30.08466666666666,16.9,24,10.310000000000004,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.16666666666666666,0.3,0.0,0.0
37,2,2007-05-19,90.0,42.0,62.8,29.5,42.3,52.5,12.0,0.0,0.04466666666666667,29.396333333333335,30.086,16.9,23,10.343333333333337,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.16666666666666666,0.3,0.0,0.0
38,1,2007-05-20,90.0,42.0,62.666666666666664,-5.0,42.36666666666667,52.333333333333336,12.0,0.0,0.04700000000000001,29.395666666666667,30.086333333333332,16.9,4,10.300000000000004,0.13333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.2,0.3,0.0,0.0
39,2,2007-05-20,90.0,42.0,62.56666666666667,29.5,42.43333333333333,52.166666666666664,12.0,0.0,0.05066666666666667,29.395,30.086999999999996,16.9,3,10.240000000000004,0.13333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.23333333333333334,0.3,0.0,0.0
40,1,2007-05-21,90.0,42.0,62.666666666666664,1.0,43.1,52.5,12.0,0.0,0.05066666666666667,29.387,30.07933333333333,16.9,11,10.013333333333337,0.13333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.23333333333333334,0.3,0.0,0.0
41,2,2007-05-21,90.0,42.0,62.766666666666666,29.5,43.766666666666666,52.86666666666667,12.0,0.0,0.05066666666666667,29.37933333333333,30.071666666666662,16.9,10,9.790000000000003,0.13333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.23333333333333334,0.3,0.0,0.0
42,1,2007-05-22,90.0,42.0,62.96666666666667,10.0,43.93333333333333,53.0,12.0,0.0,0.05066666666666667,29.378,30.06966666666666,16.9,18,9.780000000000003,0.13333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.3,0.0,0.0
43,2,2007-05-22,90.0,42.0,63.2,29.5,44.1,53.166666666666664,12.0,0.0,0.05066666666666667,29.377,30.067333333333327,16.9,16,9.803333333333338,0.13333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.3,0.0,0.0
44,1,2007-05-23,90.0,42.0,63.43333333333333,14.0,43.8,53.13333333333333,12.0,0.0,0.05066666666666667,29.380333333333333,30.06966666666666,16.9,19,10.003333333333337,0.13333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.26666666666666666,0.0,0.0
45,2,2007-05-23,90.0,42.0,63.7,29.5,43.5,53.06666666666667,12.0,0.0,0.05066666666666667,29.384,30.07233333333333,16.9,18,10.19666666666667,0.1,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.26666666666666666,0.0,0.0
46,1,2007-05-24,90.0,42.0,63.93333333333333,14.0,43.333333333333336,53.06666666666667,12.0,0.0,0.04700000000000001,29.390666666666664,30.077999999999992,16.9,21,10.566666666666672,0.1,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.23333333333333334,0.23333333333333334,0.0,0.0
47,2,2007-05-24,90.0,42.0,64.16666666666667,29.5,43.1,53.06666666666667,12.0,0.0,0.04633333333333334,29.397,30.083666666666662,16.9,20,10.876666666666672,0.1,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.26666666666666666,0.2,0.0,0.0
48,1,2007-05-25,90.0,42.0,63.93333333333333,1.0,42.833333333333336,52.833333333333336,12.0,0.0,0.04633333333333334,29.40733333333333,30.09433333333333,16.9,5,11.033333333333339,0.1,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.26666666666666666,0.16666666666666666,0.0,0.0
49,2,2007-05-25,90.0,42.0,63.63333333333333,29.5,42.63333333333333,52.56666666666667,12.0,0.0,0.04933333333333334,29.417666666666666,30.105,16.9,5,11.176666666666673,0.06666666666666667,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.16666666666666666,0.0,0.0
50,1,2007-05-26,90.0,42.0,63.5,-5.0,43.06666666666667,52.733333333333334,12.0,0.0,0.083,29.418666666666663,30.107333333333333,16.9,17,10.986666666666673,0.1,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.3333333333333333,0.2,0.0,0.0
51,2,2007-05-26,90.0,42.0,63.46666666666667,29.5,43.43333333333333,52.93333333333333,12.0,0.0,0.09233333333333335,29.419666666666664,30.10966666666667,16.9,15,10.820000000000006,0.1,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.36666666666666664,0.23333333333333334,0.0,0.0
52,1,2007-05-27,90.0,42.0,63.833333333333336,4.0,43.8,53.266666666666666,12.0,0.0,0.09366666666666669,29.414666666666665,30.105,16.9,26,10.706666666666674,0.1,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.4,0.26666666666666666,0.0,0.0
53,2,2007-05-27,90.0,42.0,64.2,29.5,44.2,53.63333333333333,12.0,0.0,0.09633333333333335,29.41033333333333,30.100333333333328,16.9,24,10.580000000000007,0.1,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.43333333333333335,0.3,0.0,0.0
54,1,2007-05-28,90.0,42.0,64.5,2.0,44.666666666666664,53.96666666666667,12.0,0.0,0.09633333333333335,29.408333333333328,30.097333333333328,16.9,10,10.486666666666673,0.1,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.4666666666666667,0.3,0.0,0.0
55,2,2007-05-28,90.0,42.0,64.76666666666667,29.5,45.233333333333334,54.333333333333336,12.0,0.0,0.09633333333333335,29.406333333333333,30.093999999999994,16.9,8,10.406666666666672,0.1,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.4666666666666667,0.3,0.0,0.0
56,1,2007-05-29,90.0,42.0,64.8,10.0,45.6,54.53333333333333,12.0,0.0,0.09633333333333335,29.411666666666665,30.09866666666666,14.9,18,10.046666666666672,0.13333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.4666666666666667,0.3333333333333333,0.0,0.0
57,2,2007-05-29,89.0,42.0,64.96666666666667,29.5,46.06666666666667,54.8,12.0,0.0,0.09633333333333335,29.416,30.102333333333327,14.9,16,9.80666666666667,0.16666666666666666,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.4666666666666667,0.36666666666666664,0.0,0.0
58,1,2007-05-30,89.0,42.0,65.23333333333333,13.0,46.13333333333333,54.93333333333333,12.0,0.0,0.0836666666666667,29.422,30.10899999999999,14.9,19,9.750000000000004,0.2,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.43333333333333335,0.3333333333333333,0.0,0.0
59,2,2007-05-30,89.0,42.0,65.6,29.5,46.166666666666664,55.1,12.0,0.0,0.06366666666666669,29.42833333333333,30.115666666666655,14.9,17,9.72666666666667,0.23333333333333334,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.4,0.3,0.0,0.0
60,1,2007-05-31,89.0,42.0,66.16666666666667,8.0,46.766666666666666,55.666666666666664,12.0,0.0,0.059333333333333356,29.426666666666662,30.114666666666658,14.9,19,9.650000000000004,0.26666666666666666,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.4,0.26666666666666666,0.0,0.0
61,2,2007-05-31,89.0,42.0,66.8,29.5,47.4,56.3,12.0,0.0,0.07466666666666669,29.424999999999997,30.113333333333326,14.9,18,9.563333333333336,0.26666666666666666,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.4,0.26666666666666666,0.0,0.0
62,1,2007-06-01,89.0,42.0,67.5,10.0,48.43333333333333,57.06666666666667,12.0,0.0,0.08100000000000002,29.413,30.101333333333326,14.9,17,9.400000000000002,0.3,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.43333333333333335,0.3,0.0,0.0
63,2,2007-06-01,89.0,42.0,68.3,29.5,49.46666666666667,57.86666666666667,9.0,0.0,0.08800000000000002,29.400666666666666,30.08899999999999,14.9,16,9.18666666666667,0.3333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4666666666666667,0.3333333333333333,0.0,0.0
64,1,2007-06-02,89.0,43.0,68.83333333333333,9.0,50.56666666666667,58.56666666666667,9.0,0.0,0.08933333333333335,29.384,30.07299999999999,14.9,22,9.183333333333335,0.3333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.36666666666666664,0.0,0.0
65,2,2007-06-02,89.0,43.0,69.43333333333334,29.5,51.6,59.233333333333334,9.0,0.0,0.08933333333333335,29.36733333333333,30.056333333333324,14.9,21,9.273333333333335,0.3333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5333333333333333,0.4,0.0,0.0
66,1,2007-06-03,89.0,43.0,69.5,6.0,52.3,59.56666666666667,9.0,0.0,0.08966666666666669,29.35,30.038999999999987,14.9,25,9.116666666666669,0.36666666666666664,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0.5666666666666667,0.43333333333333335,0.0,0.0
67,2,2007-06-03,89.0,43.0,69.6,29.5,53.06666666666667,59.93333333333333,9.0,0.0,0.10033333333333334,29.332,30.020999999999983,14.9,24,8.976666666666668,0.4,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.6,0.4666666666666667,0.0,0.0
68,1,2007-06-04,89.0,44.0,69.9,1.0,53.666666666666664,60.46666666666667,8.0,0.0,0.11100000000000002,29.313333333333336,30.001333333333317,14.9,31,8.943333333333335,0.4,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.6,0.5,0.0,0.0
69,2,2007-06-04,89.0,44.0,70.13333333333334,29.5,54.2,60.96666666666667,8.0,0.0,0.11766666666666668,29.294666666666668,29.981333333333318,14.9,30,8.95666666666667,0.4,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0.6,0.5333333333333333,0.0,0.0
70,1,2007-06-05,89.0,46.0,69.93333333333334,-9.0,54.13333333333333,60.8,9.0,0.0,0.13166666666666668,29.287,29.972333333333317,14.9,5,8.936666666666671,0.4,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0.6333333333333333,0.5666666666666667,0.0,0.0
71,2,2007-06-05,89.0,47.0,69.73333333333333,29.5,54.03333333333333,60.63333333333333,9.0,0.0,0.1406666666666667,29.279333333333334,29.963333333333317,14.9,3,8.94666666666667,0.4,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0.6666666666666666,0.6,0.0,0.0
72,1,2007-06-06,89.0,44.0,69.3,-8.0,54.1,60.53333333333333,9.0,0.0,0.14100000000000001,29.270333333333333,29.954999999999984,14.9,17,8.986666666666672,0.4,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0.7,0.6,0.0,0.0
73,2,2007-06-06,89.0,44.0,68.86666666666666,29.5,54.2,60.43333333333333,9.0,0.0,0.14100000000000001,29.261000000000003,29.947333333333322,14.9,15,8.986666666666672,0.4,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0.7333333333333333,0.6,0.0,0.0
74,1,2007-06-07,91.0,44.0,69.06666666666666,15.0,54.63333333333333,60.7,9.0,0.0,0.14100000000000001,29.24266666666667,29.928999999999984,22.7,20,9.363333333333339,0.4,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0.7333333333333333,0.6,0.0,0.0
75,2,2007-06-07,92.0,44.0,69.2,29.5,55.06666666666667,60.93333333333333,9.0,0.0,0.14100000000000001,29.224,29.91066666666665,22.7,19,9.680000000000005,0.4,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0.7333333333333333,0.6,0.0,0.0
76,1,2007-06-08,92.0,44.0,68.96666666666667,3.0,55.03333333333333,60.86666666666667,9.0,0.0,0.14033333333333337,29.216333333333335,29.901999999999983,22.7,28,9.563333333333338,0.36666666666666664,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0.7,0.6,0.0,0.0
77,2,2007-06-08,92.0,44.0,68.8,29.5,55.06666666666667,60.833333333333336,9.0,0.0,0.14033333333333337,29.208666666666666,29.892999999999983,22.7,26,9.470000000000004,0.3333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0.6666666666666666,0.6,0.0,0.0
78,1,2007-06-09,92.0,44.0,68.9,0.0,55.166666666666664,60.96666666666667,9.0,0.0,0.14033333333333337,29.203666666666667,29.88733333333332,22.7,33,9.343333333333337,0.3333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0.6666666666666666,0.6,0.0,0.0
79,2,2007-06-09,92.0,44.0,69.1,29.5,55.266666666666666,61.13333333333333,9.0,0.0,0.13733333333333336,29.198666666666664,29.881333333333316,22.7,19,9.22666666666667,0.3333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0.6333333333333333,0.5666666666666667,0.0,0.0
80,1,2007-06-10,92.0,44.0,69.46666666666667,1.0,55.13333333333333,61.233333333333334,9.0,0.0,0.10366666666666671,29.197999999999997,29.879333333333314,22.7,17,9.17333333333334,0.3,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.5333333333333333,0.0,0.0
81,2,2007-06-10,92.0,44.0,69.83333333333333,29.5,54.96666666666667,61.333333333333336,9.0,0.0,0.09433333333333337,29.197,29.87733333333331,22.7,16,9.106666666666673,0.3,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.5666666666666667,0.5,0.0,0.0
82,1,2007-06-11,92.0,44.0,70.03333333333333,5.0,55.13333333333333,61.5,9.0,0.0,0.09300000000000003,29.199333333333332,29.87899999999998,22.7,11,9.020000000000005,0.3,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.5333333333333333,0.4666666666666667,0.0,0.0
83,2,2007-06-11,92.0,44.0,70.3,29.5,55.2,61.63333333333333,9.0,0.0,0.09033333333333336,29.20133333333333,29.88033333333332,22.7,9,8.993333333333338,0.3,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.5,0.43333333333333335,0.0,0.0
84,1,2007-06-12,92.0,44.0,70.56666666666666,5.0,55.3,61.766666666666666,9.0,0.0,0.09033333333333336,29.201666666666668,29.88066666666665,22.7,5,9.110000000000005,0.3,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.4666666666666667,0.43333333333333335,0.0,0.0
85,2,2007-06-12,92.0,44.0,70.86666666666666,29.5,55.36666666666667,61.9,9.0,0.0,0.09033333333333336,29.201666666666668,29.88066666666665,22.7,5,9.270000000000005,0.3,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.4666666666666667,0.43333333333333335,0.0,0.0
86,1,2007-06-13,92.0,44.0,70.86666666666666,6.0,55.2,61.8,9.0,0.0,0.09033333333333336,29.20066666666667,29.879999999999985,22.7,5,9.340000000000005,0.26666666666666666,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.4666666666666667,0.4,0.0,0.0
87,2,2007-06-13,92.0,44.0,70.86666666666666,29.5,55.0,61.666666666666664,9.0,0.0,0.09033333333333336,29.20266666666667,29.860333333333315,22.7,5,10.076666666666673,0.23333333333333334,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.4666666666666667,0.36666666666666664,0.0,0.0
88,1,2007-06-14,92.0,44.0,70.86666666666666,9.0,54.9,61.63333333333333,9.0,0.0,0.09033333333333336,29.202333333333335,29.85966666666665,22.7,5,9.950000000000006,0.2,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.4666666666666667,0.36666666666666664,0.0,0.0
